top-1,top-2,top-3,top-4,top-5,top-6,top-7,top-8,top-9,top-10
0.592592592593,0.592592592593,0.62962962963,0.592592592593,0.62962962963,0.62962962963,0.666666666667,0.62962962963,0.62962962963,0.62962962963
0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.592592592593,0.592592592593,0.62962962963,0.62962962963,0.62962962963
0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.592592592593,0.592592592593,0.62962962963,0.62962962963,0.62962962963
0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.62962962963,0.62962962963,0.666666666667,0.666666666667,0.666666666667
0.555555555556,0.555555555556,0.555555555556,0.555555555556,0.555555555556,0.555555555556,0.555555555556,0.555555555556,0.555555555556,0.555555555556
0.62962962963,0.666666666667,0.666666666667,0.62962962963,0.62962962963,0.666666666667,0.666666666667,0.703703703704,0.703703703704,0.703703703704
0.592592592593,0.592592592593,0.592592592593,0.592592592593,0.592592592593,0.62962962963,0.62962962963,0.592592592593,0.592592592593,0.592592592593
0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.592592592593,0.592592592593,0.62962962963,0.62962962963,0.62962962963
0.555555555556,0.592592592593,0.62962962963,0.592592592593,0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.62962962963
0.592592592593,0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.592592592593,0.62962962963,0.62962962963,0.62962962963,0.62962962963
0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.592592592593,0.592592592593,0.62962962963,0.62962962963,0.62962962963
0.444444444444,0.518518518519,0.555555555556,0.518518518519,0.555555555556,0.481481481481,0.518518518519,0.555555555556,0.555555555556,0.555555555556
0.592592592593,0.592592592593,0.592592592593,0.592592592593,0.592592592593,0.555555555556,0.555555555556,0.592592592593,0.592592592593,0.592592592593
0.592592592593,0.592592592593,0.592592592593,0.592592592593,0.592592592593,0.62962962963,0.62962962963,0.592592592593,0.592592592593,0.592592592593
0.62962962963,0.666666666667,0.666666666667,0.62962962963,0.666666666667,0.62962962963,0.666666666667,0.666666666667,0.666666666667,0.666666666667
0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.592592592593,0.592592592593,0.62962962963,0.62962962963,0.62962962963
0.555555555556,0.592592592593,0.592592592593,0.592592592593,0.592592592593,0.555555555556,0.555555555556,0.592592592593,0.592592592593,0.592592592593
0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.666666666667,0.666666666667,0.703703703704,0.703703703704,0.703703703704
0.555555555556,0.555555555556,0.555555555556,0.555555555556,0.555555555556,0.518518518519,0.555555555556,0.555555555556,0.555555555556,0.555555555556
0.592592592593,0.592592592593,0.592592592593,0.592592592593,0.592592592593,0.555555555556,0.555555555556,0.592592592593,0.592592592593,0.592592592593
0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.666666666667,0.703703703704,0.703703703704,0.703703703704,0.703703703704
0.62962962963,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.666666666667
0.592592592593,0.592592592593,0.592592592593,0.592592592593,0.592592592593,0.555555555556,0.555555555556,0.592592592593,0.592592592593,0.592592592593
0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.592592592593,0.592592592593,0.62962962963,0.62962962963,0.62962962963
0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.703703703704
0.518518518519,0.555555555556,0.555555555556,0.518518518519,0.518518518519,0.555555555556,0.555555555556,0.592592592593,0.592592592593,0.592592592593
0.666666666667,0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.666666666667,0.666666666667,0.666666666667
0.592592592593,0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.592592592593,0.592592592593,0.62962962963,0.62962962963,0.62962962963
0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.592592592593,0.592592592593,0.62962962963,0.62962962963,0.62962962963
0.666666666667,0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.666666666667,0.666666666667,0.703703703704,0.703703703704,0.703703703704
0.592592592593,0.62962962963,0.666666666667,0.62962962963,0.666666666667,0.666666666667,0.703703703704,0.666666666667,0.666666666667,0.666666666667
0.62962962963,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.62962962963,0.62962962963,0.666666666667,0.666666666667,0.666666666667
0.62962962963,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.62962962963,0.62962962963,0.666666666667,0.666666666667,0.666666666667
0.592592592593,0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.592592592593,0.592592592593,0.62962962963,0.62962962963,0.62962962963
0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.62962962963,0.666666666667,0.666666666667,0.666666666667,0.666666666667
0.481481481481,0.555555555556,0.592592592593,0.555555555556,0.592592592593,0.518518518519,0.555555555556,0.592592592593,0.592592592593,0.592592592593
0.592592592593,0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.592592592593,0.592592592593,0.62962962963,0.62962962963,0.62962962963
0.37037037037,0.444444444444,0.481481481481,0.444444444444,0.481481481481,0.407407407407,0.444444444444,0.481481481481,0.481481481481,0.481481481481
0.592592592593,0.592592592593,0.592592592593,0.592592592593,0.592592592593,0.62962962963,0.592592592593,0.592592592593,0.592592592593,0.592592592593
0.555555555556,0.555555555556,0.555555555556,0.555555555556,0.555555555556,0.555555555556,0.555555555556,0.555555555556,0.555555555556,0.555555555556
0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.592592592593,0.592592592593,0.62962962963,0.62962962963,0.62962962963
0.592592592593,0.592592592593,0.592592592593,0.592592592593,0.592592592593,0.555555555556,0.555555555556,0.592592592593,0.592592592593,0.592592592593
0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.62962962963,0.62962962963,0.666666666667,0.666666666667,0.666666666667
0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.666666666667,0.666666666667,0.703703703704,0.703703703704,0.703703703704
0.666666666667,0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.666666666667,0.666666666667,0.703703703704,0.703703703704,0.703703703704
0.555555555556,0.518518518519,0.518518518519,0.518518518519,0.518518518519,0.518518518519,0.518518518519,0.555555555556,0.555555555556,0.555555555556
0.592592592593,0.62962962963,0.62962962963,0.592592592593,0.666666666667,0.592592592593,0.62962962963,0.666666666667,0.666666666667,0.666666666667
0.592592592593,0.62962962963,0.62962962963,0.62962962963,0.62962962963,0.592592592593,0.592592592593,0.62962962963,0.62962962963,0.62962962963
0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.666666666667,0.666666666667,0.703703703704,0.703703703704,0.703703703704
0.518518518519,0.555555555556,0.555555555556,0.555555555556,0.555555555556,0.518518518519,0.518518518519,0.555555555556,0.555555555556,0.555555555556
0.62962962963,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.62962962963,0.666666666667,0.666666666667,0.666666666667,0.666666666667
0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.703703703704,0.703703703704
0.518518518519,0.555555555556,0.555555555556,0.555555555556,0.555555555556,0.518518518519,0.518518518519,0.555555555556,0.555555555556,0.555555555556
0.592592592593,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.62962962963,0.62962962963,0.666666666667,0.666666666667,0.666666666667
